trip_distance_km,passenger_count,trip_price,weather_impact,traffic_multiplier,is_morning_rush,is_evening_rush,is_peak_hours,is_weekend,high_impact_trip,condition_score,distance_x_conditions
46.54,2.0,60.0264,1.15,1.0,1,0,1,0,0,1.15,53.520999999999994
28.28,2.0,71.6404,1.15,1.1,0,1,1,0,0,1.265,35.7742
29.01,2.0,62.4379,1.0,1.0,0,0,0,0,0,1.0,29.01
14.72,4.0,20.9951,1.0,1.1,0,0,0,0,0,1.1,16.192000000000004
38.71,2.0,86.3545,1.15,1.1,0,0,0,0,0,1.265,48.968149999999994
10.17,1.0,41.4372,1.0,1.1,0,1,1,0,0,1.1,11.187000000000001
16.86,1.0,75.7144,1.0,1.1,1,0,1,0,0,1.1,18.546
21.85,3.0,32.5735,1.15,1.25,0,0,0,0,1,1.4375,31.409375
25.87,2.0,62.7959,1.15,1.0,0,0,0,0,0,1.15,29.7505
12.88,4.0,32.2622,1.15,1.1,1,0,1,0,0,1.265,16.2932
6.63,4.0,40.8036,1.0,1.1,0,0,0,1,0,1.1,7.293
30.92,4.0,46.5931,1.15,1.0,1,0,1,0,0,1.15,35.558
15.14,3.0,46.61319999999999,1.15,1.0,1,0,1,0,0,1.15,17.410999999999998
29.48,2.0,78.5578,1.0,1.0,1,0,1,0,0,1.0,29.48
8.56,4.0,46.2939,1.0,1.1,0,0,0,1,0,1.1,9.416000000000002
24.58,1.0,58.59289999999999,1.0,1.1,0,0,0,1,0,1.1,27.038
27.1,3.0,53.040000000000006,1.0,1.25,0,0,0,0,1,1.25,33.875
3.54,2.0,20.2324,1.3,1.0,0,0,0,1,1,1.3,4.602
17.49,2.0,61.8896,1.0,1.0,0,0,0,0,0,1.0,17.49
7.59,2.0,23.9803,1.0,1.25,0,0,0,0,1,1.25,9.4875
4.11,4.0,51.6226,1.3,1.0,0,0,0,1,1,1.3,5.343000000000001
49.51,2.0,46.207800000000006,1.0,1.1,1,0,1,1,0,1.1,54.461000000000006
16.8,4.0,26.9585,1.15,1.1,0,0,0,0,0,1.265,21.252
40.68,3.0,58.2448,1.0,1.0,1,0,1,0,0,1.0,40.68
13.48,3.0,38.769,1.15,1.0,0,0,0,0,0,1.15,15.501999999999999
34.39,4.0,71.7971,1.0,1.0,0,0,0,0,0,1.0,34.39
38.25,1.0,67.24510000000001,1.15,1.0,1,0,1,0,0,1.15,43.9875
30.19,2.0,70.6464,1.0,1.1,1,0,1,0,0,1.1,33.209
24.11,2.0,26.263,1.0,1.1,0,1,1,0,0,1.1,26.521
21.18,2.0,46.1432,1.15,1.0,0,0,0,0,0,1.15,24.357
18.09,4.0,19.2698,1.0,1.1,1,0,1,0,0,1.1,19.899
46.55,3.0,83.375,1.0,1.25,0,0,0,0,1,1.25,58.1875
41.7,2.0,80.7792,1.0,1.0,0,0,0,0,0,1.0,41.7
48.29,3.0,104.1555,1.15,1.1,0,0,0,1,0,1.265,61.08684999999999
7.09,2.0,39.1789,1.0,1.0,0,0,0,1,0,1.0,7.09
36.81,2.0,78.95210000000002,1.0,1.0,1,0,1,0,0,1.0,36.81
46.98,4.0,101.6666,1.0,1.0,1,0,1,1,0,1.0,46.98
9.88,1.0,25.8142,1.0,1.1,1,0,1,1,0,1.1,10.868000000000002
4.26,4.0,14.8186,1.0,1.0,0,0,0,1,0,1.0,4.26
37.31,2.0,54.9343,1.0,1.25,1,0,1,0,1,1.25,46.6375
29.15,2.0,81.9816,1.0,1.1,0,0,0,0,0,1.1,32.065
42.25,1.0,122.418,1.0,1.1,1,0,1,0,0,1.1,46.475
7.85,3.0,28.7235,1.0,1.0,0,0,0,0,0,1.0,7.85
39.97,3.0,47.846900000000005,1.15,1.1,0,0,0,0,0,1.265,50.56204999999999
10.88,2.0,41.9406,1.0,1.1,0,1,1,0,0,1.1,11.968000000000002
9.02,3.0,41.2691,1.0,1.0,0,0,0,0,0,1.0,9.02
9.05,2.0,19.1069,1.0,1.1,0,0,0,1,0,1.1,9.955000000000002
40.91,1.0,57.53359999999999,1.0,1.1,0,0,0,0,0,1.1,45.001
33.59,1.0,69.7245,1.15,1.0,0,0,0,0,0,1.15,38.6285
26.63,2.0,57.1264,1.0,1.25,0,0,0,1,1,1.25,33.2875
43.98,4.0,72.8562,1.0,1.0,0,1,1,1,0,1.0,43.98
20.23,2.0,35.3812,1.0,1.0,0,0,0,1,0,1.0,20.23
41.01,1.0,84.7232,1.0,1.1,1,0,1,0,0,1.1,45.111000000000004
22.52,2.0,59.8793,1.0,1.1,0,0,0,1,0,1.1,24.772000000000002
19.47,2.0,40.56649999999999,1.0,1.0,0,0,0,0,0,1.0,19.47
23.67,1.0,62.2353,1.3,1.1,0,1,1,0,1,1.4300000000000002,33.84810000000001
15.77,3.0,63.0548,1.0,1.0,0,1,1,0,0,1.0,15.77
37.63,4.0,38.6058,1.0,1.1,0,1,1,0,0,1.1,41.39300000000001
25.63,3.0,59.886,1.15,1.1,1,0,1,0,0,1.265,32.421949999999995
12.38,2.0,29.9606,1.15,1.1,0,0,0,0,0,1.265,15.6607
45.08,2.0,70.29329999999999,1.0,1.25,0,0,0,1,1,1.25,56.349999999999994
19.81,3.0,43.8544,1.15,1.0,1,0,1,0,0,1.15,22.781499999999998
101.0397035425727,1.0,283.6452005933156,1.15,1.0,0,0,0,0,0,1.15,116.1956590739586
45.42,3.0,50.89789999999999,1.0,1.1,0,1,1,1,0,1.1,49.962
31.59,3.0,73.5544,1.0,1.25,1,0,1,0,1,1.25,39.4875
6.73,4.0,20.0083,1.0,1.0,0,0,0,0,0,1.0,6.73
47.05,4.0,128.6549,1.3,1.0,1,0,1,0,1,1.3,61.165
31.76,3.0,34.952,1.0,1.0,1,0,1,0,0,1.0,31.76
7.82,2.0,36.1464,1.15,1.0,0,0,0,1,0,1.15,8.993
39.91,4.0,75.4875,1.0,1.1,0,1,1,0,0,1.1,43.900999999999996
31.38,4.0,28.6304,1.0,1.25,0,0,0,0,1,1.25,39.225
27.14,2.0,31.4354,1.0,1.1,0,0,0,1,0,1.1,29.854000000000003
44.8,1.0,108.2325,1.0,1.0,1,0,1,1,0,1.0,44.8
39.64,4.0,57.3952,1.15,1.1,0,0,0,0,0,1.265,50.1446
8.43,4.0,17.2118,1.0,1.0,0,0,0,0,0,1.0,8.43
16.27,1.0,28.164300000000004,1.15,1.25,0,1,1,0,1,1.4375,23.388125
13.18,4.0,55.86,1.0,1.1,1,0,1,0,0,1.1,14.498000000000001
37.45,4.0,32.2063,1.0,1.0,0,0,0,0,0,1.0,37.45
2.64,1.0,51.2833,1.3,1.1,1,0,1,0,1,1.4300000000000002,3.7752000000000008
28.92,1.0,22.5469,1.0,1.1,0,0,0,1,0,1.1,31.812000000000005
38.36,3.0,49.3168,1.0,1.1,0,1,1,0,0,1.1,42.196000000000005
43.96,2.0,59.0718,1.0,1.0,0,0,0,0,0,1.0,43.96
17.76,2.0,32.1634,1.15,1.0,0,0,0,0,0,1.15,20.424
41.24,1.0,60.92600000000001,1.0,1.25,0,0,0,0,1,1.25,51.550000000000004
42.48,4.0,96.7288,1.0,1.25,0,1,1,0,1,1.25,53.099999999999994
7.25,3.0,23.3579,1.0,1.0,0,0,0,1,0,1.0,7.25
20.47,3.0,31.306,1.15,1.1,0,0,0,0,0,1.265,25.894549999999995
40.07,1.0,77.0499,1.0,1.1,0,1,1,0,0,1.1,44.077000000000005
8.35,4.0,36.5375,1.0,1.1,0,0,0,0,0,1.1,9.185
12.23,4.0,25.9025,1.0,1.1,0,0,0,0,0,1.1,13.453000000000001
36.39,2.0,44.5344,1.0,1.0,0,0,0,0,0,1.0,36.39
36.28,2.0,66.039,1.15,1.0,0,0,0,0,0,1.15,41.722
32.42,4.0,49.852,1.0,1.0,0,1,1,0,0,1.0,32.42
35.0,2.0,64.2861,1.3,1.0,1,0,1,0,1,1.3,45.5
27.59,1.0,75.27289999999999,1.0,1.1,0,0,0,1,0,1.1,30.349000000000004
13.34,4.0,53.3479,1.0,1.0,0,0,0,1,0,1.0,13.34
17.94,2.0,33.2741,1.15,1.0,0,0,0,0,0,1.15,20.631
9.9,3.0,45.4312,1.0,1.1,0,0,0,1,0,1.1,10.89
45.51,4.0,100.305,1.15,1.1,0,1,1,0,0,1.265,57.57014999999999
29.59,4.0,64.73160000000001,1.3,1.25,0,0,0,1,1,1.625,48.08375
20.64,3.0,33.4215,1.0,1.1,0,0,0,0,0,1.1,22.704000000000004
23.64,1.0,56.979899999999994,1.0,1.0,1,0,1,1,0,1.0,23.64
47.42,3.0,95.9602,1.15,1.25,0,0,0,1,1,1.4375,68.16625
8.51,4.0,47.177,1.0,1.1,1,0,1,0,0,1.1,9.361
29.73,1.0,47.488200000000006,1.0,1.0,0,1,1,1,0,1.0,29.73
25.79,2.0,30.5797,1.0,1.1,0,0,0,0,0,1.1,28.369
30.96,2.0,53.9468,1.0,1.25,0,0,0,0,1,1.25,38.7
1.89,2.0,52.77959999999999,1.0,1.0,1,0,1,0,0,1.0,1.89
43.73,4.0,138.6425,1.0,1.0,1,0,1,0,0,1.0,43.73
46.669999999999995,2.0,74.58429999999998,1.0,1.0,0,1,1,0,0,1.0,46.669999999999995
108.14699381139414,1.0,239.17140732641303,1.0,1.0,1,0,1,0,0,1.0,108.14699381139414
35.14,2.0,53.550900000000006,1.0,1.1,1,0,1,1,0,1.1,38.654
46.2,1.0,77.40390000000001,1.0,1.1,1,0,1,0,0,1.1,50.82000000000001
35.65,4.0,43.8543,1.15,1.0,0,0,0,1,0,1.15,40.997499999999995
8.47,2.0,25.4565,1.0,1.25,0,1,1,1,1,1.25,10.5875
29.24,4.0,68.9614,1.15,1.1,0,0,0,1,0,1.265,36.9886
30.73,3.0,72.553,1.15,1.1,1,0,1,1,0,1.265,38.87345
21.78,4.0,26.2692,1.0,1.0,0,0,0,0,0,1.0,21.78
37.09,4.0,76.46470000000001,1.0,1.0,0,1,1,1,0,1.0,37.09
46.78,3.0,90.7801,1.0,1.1,0,0,0,1,0,1.1,51.458000000000006
46.35,1.0,68.52850000000001,1.0,1.1,1,0,1,0,0,1.1,50.98500000000001
23.09,3.0,48.835,1.15,1.25,1,0,1,0,1,1.4375,33.191875
6.55,3.0,21.6555,1.15,1.1,1,0,1,1,0,1.265,8.285749999999998
49.26,4.0,109.4304,1.0,1.0,0,0,0,0,0,1.0,49.26
42.11,1.0,67.3902,1.0,1.25,0,1,1,0,1,1.25,52.6375
7.11,2.0,20.2751,1.15,1.0,1,0,1,0,0,1.15,8.176499999999999
43.62,2.0,46.90559999999999,1.0,1.25,1,0,1,0,1,1.25,54.525
26.42,3.0,60.7394,1.0,1.0,0,0,0,1,0,1.0,26.42
29.97,3.0,64.86420000000001,1.0,1.1,1,0,1,0,0,1.1,32.967
20.55,3.0,53.16,1.3,1.0,0,1,1,0,1,1.3,26.715000000000003
3.68,3.0,43.224,1.0,1.1,0,0,0,0,0,1.1,4.048000000000001
17.42,4.0,62.0624,1.0,1.1,0,0,0,0,0,1.1,19.162000000000003
40.34,1.0,43.31230000000001,1.0,1.1,1,0,1,1,0,1.1,44.37400000000001
1.23,1.0,45.6902,1.0,1.0,1,0,1,0,0,1.0,1.23
17.34,1.0,38.4514,1.0,1.1,0,0,0,0,0,1.1,19.074
20.51,3.0,50.07450000000001,1.3,1.1,0,1,1,0,1,1.4300000000000002,29.329300000000007
27.33,4.0,22.0141,1.0,1.25,0,0,0,0,1,1.25,34.162499999999994
46.07,3.0,87.7201,1.0,1.25,0,0,0,1,1,1.25,57.5875
17.97,3.0,33.3599,1.0,1.0,1,0,1,1,0,1.0,17.97
18.0,1.0,45.513200000000005,1.0,1.0,0,0,0,0,0,1.0,18.0
37.14,3.0,52.0972,1.0,1.0,0,1,1,0,0,1.0,37.14
23.16,2.0,62.1095,1.0,1.25,1,0,1,0,1,1.25,28.95
12.01,3.0,45.9582,1.0,1.0,0,0,0,0,0,1.0,12.01
23.17,2.0,78.1988,1.0,1.0,0,0,0,0,0,1.0,23.17
7.9,3.0,42.1098,1.0,1.1,0,0,0,0,0,1.1,8.690000000000001
9.64,4.0,39.4645,1.0,1.1,0,1,1,0,0,1.1,10.604000000000001
25.42,4.0,49.1871,1.3,1.0,0,1,1,0,1,1.3,33.04600000000001
126.54762829842768,1.0,224.9146628555729,1.0,1.0,0,0,0,1,0,1.0,126.54762829842768
45.83,3.0,65.9479,1.0,1.1,1,0,1,1,0,1.1,50.413000000000004
18.76,2.0,53.4536,1.0,1.25,0,0,0,0,1,1.25,23.450000000000003
29.45,2.0,58.7748,1.15,1.0,0,0,0,1,0,1.15,33.8675
31.980000000000008,3.0,68.2181,1.0,1.0,1,0,1,0,0,1.0,31.980000000000008
1.64,2.0,41.3681,1.15,1.1,0,0,0,0,0,1.265,2.0745999999999998
33.51,4.0,61.9923,1.15,1.0,0,0,0,1,0,1.15,38.5365
9.72,2.0,36.2571,1.0,1.25,0,0,0,1,1,1.25,12.15
48.09,1.0,90.4747,1.0,1.25,0,0,0,1,1,1.25,60.112500000000004
8.28,4.0,19.4986,1.3,1.1,0,0,0,0,1,1.4300000000000002,11.8404
21.320000000000004,4.0,69.336,1.0,1.0,1,0,1,0,0,1.0,21.320000000000004
5.1800000000000015,4.0,47.375,1.0,1.1,1,0,1,1,0,1.1,5.698000000000002
49.85,3.0,76.737,1.0,1.1,1,0,1,0,0,1.1,54.83500000000001
25.61,3.0,66.9097,1.0,1.25,0,1,1,0,1,1.25,32.0125
30.17,4.0,99.0039,1.0,1.1,0,0,0,0,0,1.1,33.187000000000005
4.29,3.0,13.9727,1.15,1.1,1,0,1,0,0,1.265,5.42685
37.75,2.0,30.0888,1.3,1.1,0,1,1,0,1,1.4300000000000002,53.98250000000001
11.29,3.0,62.6572,1.0,1.1,0,1,1,0,0,1.1,12.419
45.0,3.0,72.13080000000001,1.0,1.25,0,1,1,1,1,1.25,56.25
11.05,4.0,15.5675,1.0,1.1,0,0,0,0,0,1.1,12.155000000000001
10.34,1.0,43.8625,1.0,1.1,1,0,1,0,0,1.1,11.374
2.79,1.0,30.371,1.0,1.0,0,1,1,0,0,1.0,2.79
24.13,1.0,57.0497,1.3,1.0,0,0,0,0,1,1.3,31.369
28.68,2.0,40.174,1.15,1.1,0,1,1,0,0,1.265,36.280199999999994
4.22,3.0,25.095,1.0,1.0,0,1,1,0,0,1.0,4.22
39.0,1.0,90.8983,1.0,1.0,0,1,1,1,0,1.0,39.0
23.21,4.0,45.85979999999999,1.0,1.1,0,0,0,0,0,1.1,25.531000000000002
26.7,1.0,47.8069,1.0,1.1,1,0,1,1,0,1.1,29.37
22.6,1.0,51.058800000000005,1.0,1.1,0,0,0,0,0,1.1,24.860000000000003
20.64,3.0,40.2564,1.0,1.0,0,0,0,0,0,1.0,20.64
28.42,3.0,59.74210000000001,1.3,1.1,0,0,0,0,1,1.4300000000000002,40.640600000000006
8.61,3.0,32.2544,1.0,1.0,1,0,1,0,0,1.0,8.61
9.91,2.0,57.075500000000005,1.0,1.1,1,0,1,1,0,1.1,10.901000000000002
43.23,2.0,70.8329,1.15,1.0,1,0,1,0,0,1.15,49.714499999999994
47.36,1.0,102.885,1.0,1.0,0,1,1,0,0,1.0,47.36
19.29,3.0,48.2843,1.0,1.0,0,1,1,1,0,1.0,19.29
32.56,4.0,28.7716,1.0,1.0,0,0,0,0,0,1.0,32.56
21.03,4.0,76.5803,1.0,1.0,0,1,1,0,0,1.0,21.03
2.24,3.0,8.6709,1.0,1.1,0,1,1,1,0,1.1,2.4640000000000004
8.65,3.0,16.1592,1.15,1.1,0,0,0,0,0,1.265,10.94225
36.08,4.0,65.2064,1.0,1.0,0,0,0,0,0,1.0,36.08
33.29,3.0,50.996100000000006,1.0,1.25,0,0,0,0,1,1.25,41.6125
2.33,2.0,43.0228,1.15,1.0,1,0,1,0,0,1.15,2.6795
11.88,2.0,22.7573,1.0,1.1,0,0,0,0,0,1.1,13.068000000000001
12.32,3.0,19.9427,1.0,1.0,0,0,0,0,0,1.0,12.32
33.92,4.0,36.09780000000001,1.0,1.0,0,1,1,1,0,1.0,33.92
1.97,1.0,32.428200000000004,1.0,1.1,0,0,0,0,0,1.1,2.1670000000000003
6.1,3.0,32.1352,1.0,1.1,0,1,1,0,0,1.1,6.71
40.2,3.0,78.18800000000002,1.0,1.25,1,0,1,0,1,1.25,50.25
9.75,1.0,45.2855,1.0,1.1,0,0,0,1,0,1.1,10.725000000000001
32.98,3.0,78.64779999999999,1.0,1.25,1,0,1,0,1,1.25,41.224999999999994
12.67,1.0,37.2489,1.3,1.0,1,0,1,0,1,1.3,16.471
5.87,4.0,28.0701,1.0,1.0,0,1,1,1,0,1.0,5.87
36.39,4.0,94.5643,1.0,1.0,1,0,1,0,0,1.0,36.39
42.93,2.0,43.19980000000001,1.0,1.1,0,0,0,0,0,1.1,47.223000000000006
41.68,1.0,91.3332,1.15,1.1,0,1,1,0,0,1.265,52.725199999999994
20.46,2.0,65.232,1.0,1.0,1,0,1,0,0,1.0,20.46
33.74,4.0,56.3682,1.15,1.25,0,0,0,0,1,1.4375,48.501250000000006
11.04,2.0,11.596999999999998,1.0,1.25,0,1,1,1,1,1.25,13.799999999999999
15.36,1.0,16.9168,1.0,1.0,0,0,0,0,0,1.0,15.36
44.92,2.0,101.8744,1.0,1.0,1,0,1,0,0,1.0,44.92
1.64,3.0,32.7396,1.0,1.0,0,0,0,0,0,1.0,1.64
5.19,4.0,12.7333,1.15,1.0,0,1,1,0,0,1.15,5.9685
11.19,3.0,35.964,1.0,1.0,0,0,0,0,0,1.0,11.19
2.3,1.0,26.4327,1.3,1.1,1,0,1,1,1,1.4300000000000002,3.289
9.89,2.0,38.95910000000001,1.3,1.0,0,1,1,0,1,1.3,12.857000000000001
29.57,3.0,50.117900000000006,1.0,1.0,0,0,0,0,0,1.0,29.57
21.65,3.0,31.6941,1.0,1.25,0,1,1,0,1,1.25,27.0625
44.74,2.0,51.1318,1.15,1.1,1,0,1,0,0,1.265,56.5961
41.05,2.0,67.736,1.3,1.25,0,0,0,0,1,1.625,66.70625
17.75,4.0,51.03,1.0,1.0,0,0,0,0,0,1.0,17.75
13.71,3.0,22.3206,1.0,1.0,0,0,0,0,0,1.0,13.71
19.6,3.0,48.127500000000005,1.0,1.1,1,0,1,0,0,1.1,21.560000000000002
29.92,1.0,42.716800000000006,1.0,1.0,0,0,0,0,0,1.0,29.92
14.14,4.0,59.8622,1.0,1.0,0,1,1,0,0,1.0,14.14
31.58,1.0,54.3684,1.15,1.1,0,0,0,1,0,1.265,39.948699999999995
21.06,3.0,44.7904,1.0,1.1,0,0,0,1,0,1.1,23.166
28.05,1.0,45.9215,1.0,1.1,0,0,0,0,0,1.1,30.855000000000004
22.37,3.0,34.376400000000004,1.0,1.1,0,1,1,0,0,1.1,24.607000000000003
15.43,3.0,48.2267,1.0,1.1,0,1,1,1,0,1.1,16.973000000000003
47.47,1.0,52.9872,1.0,1.0,0,0,0,1,0,1.0,47.47
38.42,1.0,54.76660000000001,1.0,1.0,0,0,0,0,0,1.0,38.42
7.87,2.0,26.1975,1.0,1.0,0,0,0,0,0,1.0,7.87
43.55,2.0,76.1035,1.0,1.0,0,0,0,0,0,1.0,43.55
24.88,2.0,55.3432,1.0,1.25,1,0,1,1,1,1.25,31.099999999999998
44.83,3.0,64.7223,1.3,1.1,0,0,0,1,1,1.4300000000000002,64.10690000000001
40.19,1.0,52.9218,1.0,1.1,0,0,0,0,0,1.1,44.209
21.84,4.0,46.639,1.0,1.0,0,1,1,0,0,1.0,21.84
2.1,3.0,25.4386,1.0,1.0,1,0,1,1,0,1.0,2.1
14.17,4.0,19.7235,1.3,1.0,0,0,0,1,1,1.3,18.421
27.54,1.0,80.7576,1.0,1.0,0,0,0,1,0,1.0,27.54
32.04,3.0,62.9006,1.0,1.0,0,0,0,1,0,1.0,32.04
13.64,4.0,39.275,1.15,1.1,1,0,1,0,0,1.265,17.2546
7.83,4.0,29.3753,1.0,1.1,0,0,0,0,0,1.1,8.613000000000001
41.91,2.0,63.7777,1.0,1.1,0,0,0,0,0,1.1,46.101
49.24,2.0,54.67150000000001,1.0,1.1,0,0,0,0,0,1.1,54.16400000000001
26.76,2.0,42.398,1.0,1.25,0,0,0,0,1,1.25,33.45
9.41,3.0,28.1281,1.0,1.0,0,0,0,1,0,1.0,9.41
14.34,1.0,38.035,1.15,1.0,0,1,1,0,0,1.15,16.491
1.9,1.0,29.9812,1.0,1.0,1,0,1,1,0,1.0,1.9
6.77,2.0,10.4444,1.0,1.25,0,0,0,1,1,1.25,8.462499999999999
29.249999999999993,2.0,47.33,1.15,1.0,1,0,1,0,0,1.15,33.63749999999999
14.43,4.0,29.0627,1.0,1.25,1,0,1,0,1,1.25,18.0375
28.15,2.0,22.2951,1.0,1.25,0,0,0,0,1,1.25,35.1875
32.92,4.0,38.8456,1.0,1.0,0,1,1,0,0,1.0,32.92
41.660000000000004,1.0,76.48649999999999,1.3,1.0,0,1,1,1,1,1.3,54.15800000000001
11.11,3.0,25.1652,1.0,1.1,0,1,1,1,0,1.1,12.221
1.54,3.0,9.8718,1.0,1.25,0,0,0,0,1,1.25,1.925
7.71,3.0,53.726,1.0,1.0,0,0,0,0,0,1.0,7.71
45.1,3.0,81.572,1.0,1.1,1,0,1,0,0,1.1,49.61000000000001
43.82,4.0,73.3691,1.0,1.0,0,0,0,0,0,1.0,43.82
30.27,4.0,41.0174,1.0,1.1,0,0,0,1,0,1.1,33.297000000000004
30.43,2.0,65.0136,1.0,1.1,1,0,1,1,0,1.1,33.473
33.59,4.0,55.5074,1.0,1.1,1,0,1,0,0,1.1,36.949000000000005
9.59,2.0,20.2164,1.0,1.25,0,0,0,1,1,1.25,11.9875
45.81,2.0,75.03649999999999,1.0,1.25,0,1,1,0,1,1.25,57.2625
21.52,3.0,93.5096,1.15,1.25,0,0,0,1,1,1.4375,30.935
19.77,4.0,47.6252,1.0,1.0,0,0,0,0,0,1.0,19.77
26.43,4.0,58.65549999999999,1.0,1.1,0,0,0,1,0,1.1,29.073
3.3,2.0,33.183,1.0,1.0,0,0,0,1,0,1.0,3.3
9.15,2.0,48.8108,1.3,1.1,0,0,0,0,1,1.4300000000000002,13.084500000000002
37.16,1.0,46.3014,1.3,1.1,0,1,1,1,1,1.4300000000000002,53.1388
5.06,1.0,49.11559999999999,1.0,1.1,1,0,1,0,0,1.1,5.566
30.55,2.0,39.4771,1.0,1.1,0,0,0,0,0,1.1,33.605000000000004
13.02,1.0,48.0134,1.0,1.25,0,1,1,0,1,1.25,16.275
20.08,1.0,49.5082,1.0,1.0,0,0,0,1,0,1.0,20.08
15.15,2.0,69.749,1.0,1.0,0,0,0,1,0,1.0,15.15
18.43,2.0,45.03040000000001,1.0,1.0,0,0,0,1,0,1.0,18.43
36.23,4.0,97.1094,1.15,1.0,1,0,1,1,0,1.15,41.66449999999999
15.56,2.0,59.2055,1.15,1.0,0,0,0,0,0,1.15,17.894
28.75,2.0,59.68299999999999,1.15,1.25,0,0,0,1,1,1.4375,41.328125
24.33,3.0,33.7362,1.0,1.25,1,0,1,0,1,1.25,30.412499999999998
33.52,4.0,73.0708,1.0,1.25,1,0,1,0,1,1.25,41.900000000000006
46.9,4.0,48.44540000000001,1.0,1.25,0,1,1,0,1,1.25,58.625
36.9,4.0,100.5938,1.0,1.0,1,0,1,1,0,1.0,36.9
11.53,3.0,24.4491,1.15,1.0,0,0,0,1,0,1.15,13.259499999999997
2.53,2.0,56.688500000000005,1.0,1.1,1,0,1,0,0,1.1,2.783
13.85,4.0,59.6075,1.0,1.1,0,0,0,0,0,1.1,15.235000000000001
30.16,4.0,64.0741,1.0,1.1,1,0,1,1,0,1.1,33.176
3.52,2.0,42.4232,1.0,1.0,0,0,0,0,0,1.0,3.52
25.32,4.0,62.7976,1.15,1.1,0,1,1,1,0,1.265,32.029799999999994
30.25,2.0,46.0189,1.0,1.1,0,1,1,1,0,1.1,33.275000000000006
17.38,2.0,23.1248,1.15,1.0,1,0,1,0,0,1.15,19.987
38.77,1.0,38.6747,1.0,1.1,0,1,1,0,0,1.1,42.647000000000006
6.22,4.0,46.6313,1.0,1.1,0,0,0,1,0,1.1,6.8420000000000005
4.68,4.0,53.6582,1.15,1.1,0,0,0,1,0,1.265,5.9201999999999995
36.68,4.0,85.5747,1.0,1.0,1,0,1,0,0,1.0,36.68
25.28,3.0,73.3549,1.3,1.1,1,0,1,1,1,1.4300000000000002,36.150400000000005
34.73,4.0,44.88589999999999,1.0,1.0,0,1,1,0,0,1.0,34.73
22.31,2.0,54.6247,1.0,1.0,0,0,0,0,0,1.0,22.31
13.07,2.0,24.6973,1.0,1.1,0,0,0,1,0,1.1,14.377
41.14,3.0,82.44200000000001,1.15,1.1,0,1,1,1,0,1.265,52.0421
40.17,3.0,56.6394,1.0,1.0,0,1,1,0,0,1.0,40.17
35.04,4.0,42.9425,1.15,1.1,1,0,1,1,0,1.265,44.325599999999994
14.34,1.0,30.7837,1.0,1.1,0,0,0,0,0,1.1,15.774000000000001
18.69,3.0,51.8548,1.0,1.1,0,1,1,0,0,1.1,20.559000000000005
5.49,4.0,34.4049,1.0,1.1,0,0,0,1,0,1.1,6.039000000000001
45.95,4.0,62.12950000000001,1.0,1.1,0,0,0,0,0,1.1,50.54500000000001
7.7,3.0,33.1236,1.15,1.0,1,0,1,0,0,1.15,8.854999999999999
47.56,1.0,61.209,1.0,1.0,1,0,1,0,0,1.0,47.56
22.85,3.0,45.44370000000001,1.0,1.1,1,0,1,1,0,1.1,25.135000000000005
